Data księgowania,Typ zapisu,Typ dokumentu,Nr dokumentu,Nr zapasu,Opis szukany,Nr źródła,Nazwa,Nr partii,Data ważności,Kod lokalizacji,Ilość,Ilość zafakturowana,Ilość pozostała,Koszt na jednostkę,Kwota sprzedaży (rzeczywista),Kwota kosztu (rzeczywista),Nr seryjny,Nr wiersza dokumentu,Nr wiersza komp. zlec. prod.,Nr wiersza zlecenia,Nr zadania zlecenia,Nr zapisu,Nr zlecenia,Nr zlecenia,Opis,Otwarte,Typ zlecenia,Zapis rozliczony do skorygow.
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31954,Z03348,"MLEKO PŁYNNE UHT 3,2%  A'1L",N1703,"MLEKO PŁYNNE UHT 3,2/3,5% A'1L Z NAKRĘTKĄ",867862-UHT1M230,3/3/2026,2,-72,-72,0,0.00,237.60,-187.92,,60000,0,0,,1854442,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31954,Z04336,CALLEBAUT-CIEMNA CZEKOL.SICAO (55% KAKAO) A`10 KG,N1703,CALLEBAUT-CIEMNA CZEKOL.SICAO (55% KAKAO) A`10 KG,2525949364,9/16/2027,2,-10,-10,0,0.00,550.00,-448.60,,50000,0,0,,1854441,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31954,Z06279,CZEKOLADA BELLARIA BIAŁA 28% A'10 KG TERRAVITA,N1703,CZEKOLADA BELLARIA BIAŁA 28% A'10 KG TERRAVITA,09.2026LCBJ,9/30/2026,2,-10,-10,0,0.00,410.50,-332.90,,40000,0,0,,1854440,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31954,Z04876,F-FRYTURA PŁYNNA QUALITO FRY KRUSZWICA A`5 L,N1703,F-FRYTURA PŁYNNA QUALITO FRY KRUSZWICA A`5 L,040126BK,1/4/2026,2,-5,-5,0,0.00,51.00,-37.25,,30000,0,0,,1854439,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31954,Z01309,TŁ-047,N1703,OLEJ RZEPAKOWY UNIWERSALNY A`5 L,257/15/2,9/14/2026,2,-2,-2,0,0.00,56.00,-51.00,,20000,0,0,,1854438,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31954,Z05712,M-MALINA MROŻONA GRYS A`10 KG,N1703,M-MALINA MROŻONA GRYS A`10 KG,07.2027,7/31/2027,2,-10,-10,0,0.00,159.90,-145.00,,10000,0,0,,1854437,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31953,Z01385,OW-051,N0511,MARMOLADA WIELOOWOCOWA A'25KG VORTUMNUS,30.05.2026,5/30/2026,2,-250,-250,0,0.00,"1,475.00","-1,577.50",,70000,0,0,,1854436,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31953,Z07271,LESAFFRE-PIECZYWO DYNIOWE A`25 KG,N0511,LESAFFRE-PIECZYWO Z DYNIĄ A`25 KG,AY25608735,10/16/2026,2,-700,-700,0,0.00,"9,380.00","-7,819.00",,60000,0,0,,1854435,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31953,Z03468,MIESZANKA  MAZURSKI A'25 KG LESAFFRE,N0511,LESAFFRE-MAZURSKI A'25 KG,AY25601455,10/23/2026,2,-225,-225,0,0.00,"2,632.50","-2,182.50",,50000,0,0,,1854434,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31953,Z03468,MIESZANKA  MAZURSKI A'25 KG LESAFFRE,N0511,LESAFFRE-MAZURSKI A'25 KG,AY25601442,10/23/2026,2,-25,-25,0,0.00,292.50,-242.50,,50000,0,0,,1854433,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31953,Z06828,CEBULA BIAŁA SMAŻONA OBTOCZONA MĄKĄ PSZENNĄ A'10KG,N0511,CEBULA BIAŁA SMAŻONA OBTOCZONA MĄKĄ PSZENNĄ A'10KG,C-FWFA1/0725,7/31/2028,2,-40,-40,0,0.00,636.00,-577.60,,40000,0,0,,1854432,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31953,Z03587,LESAFFRE-MAXIMALT A'10KG,N0511,LESAFFRE-MAXIMALT A'10KG,AY25605817,7/11/2026,2,-10,-10,0,0.00,207.70,-177.00,,30000,0,0,,1854431,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31953,Z04554,MAŚLANKA A`10L ŁOWICZ,N0511,MAŚLANKA A`10L ŁOWICZ,181225P1,12/18/2025,2,-160,-160,0,0.00,624.00,-392.00,,20000,0,0,,1854430,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31953,Z07999,JABŁKO ŚWIEŻE KOSTKA A'10KG MARINEX,N0511,JABŁKO ŚWIEŻE KOSTKA A'10KG MARINEX,324/25,12/4/2025,2,-400,-400,0,0.00,"2,360.00","-2,040.00",,10000,0,0,,1854429,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31951,Z06955,VERO KREM NUSSOLE O SM. ORZECHOWYM A'4KG CD SA,N3137,VERO KREM NUSSOLE O SM. ORZECHOWYM A'4KG CD SA,216,9/7/2026,2,-4,-4,0,0.00,48.76,-46.00,,30000,0,0,,1854388,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31951,Z07549,"OLIWKI CZARNE CIĘTE 2,95KG/1,56KG KIER",N3137,"OLIWKI CZARNE CIĘTE 2,95KG/1,56KG KIER",15.04.2028,4/15/2028,2,-1,-1,0,0.00,23.50,-21.46,,20000,0,0,,1854387,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31951,Z03761,MASCARPONE A'1 KG  BIERUŃ,N3137,MASCARPONE A'1 KG  BIERUŃ,13.01.2026,1/13/2026,2,-20,-20,0,0.00,438.00,-366.00,,10000,0,0,,1854386,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31950,Z02002,R-465,N2668,SOS DIJO CZEKOLADOWY A'1KG,L5334A,11/14/2026,2,-1,-1,0,0.00,21.50,-16.35,,70000,0,0,,1854385,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31950,Z02003,R-516,N2668,SOS DIJO JAGODOWY A'1KG,L5295B,7/18/2026,2,-1,-1,0,0.00,19.11,-14.63,,60000,0,0,,1854384,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31950,Z02009,R-468,N2668,SOS DIJO TRUSKAWKOWY A'1KG,L5295A,7/18/2026,2,-1,-1,0,0.00,17.64,-13.50,,50000,0,0,,1854383,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31950,Z07582,SOS DIJO SŁONY KARMEL A'1KG,N2668,SOS DIJO SŁONY KARMEL A'1KG,L5054A-005,4/30/2026,2,-2,-2,0,0.00,34.88,-0.02,,40000,0,0,,1854382,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31950,Z02008,R-467,N2668,SOS DIJO TOFFI A'1KG,L5042B-001,4/21/2026,2,-2,-2,0,0.00,35.28,-26.28,,30000,0,0,,1854381,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31950,Z02001,M-518,N2668,SOS DIJO MLECZNA CZEKOLADA A'1KG,L5223B-002,1/28/2026,2,-1,-1,0,0.00,20.58,-15.75,,20000,0,0,,1854380,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31950,Z04438,FERRERO NUTELLA A'3KG,N2668,FERRERO NUTELLA A'3KG,24.06.2026,6/24/2026,2,-4,-4,0,0.00,383.04,-322.00,,10000,0,0,,1854379,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31949,Z00844,D-345,N2988,FARSZ PIECZARKOWY A'5 KG  REYPOL,22.01.2026,1/22/2026,2,-4,-4,0,0.00,290.00,-228.00,,10000,0,0,,1854378,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31948,Z00839,D-347,N3239,FARSZ KAPUSTA I PIECZARKI A'5KG REYPOL,30.01.2026LA,1/30/2026,2,-2,-2,0,0.00,96.00,-86.00,,30000,0,0,,1854377,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31948,Z00839,D-347,N3239,FARSZ KAPUSTA I PIECZARKI A'5KG REYPOL,24.01.2026,1/24/2026,2,-8,-8,0,0.00,384.00,-352.00,,30000,0,0,,1854376,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31948,Z07701,MĄKA PSZENNA TYP 450 A`25 KG ŻABCZYŃSCY,N3239,MĄKA PSZENNA TYP 450 A`25 KG ŻABCZYŃSCY,22/03/2026,3/22/2026,2,-175,-175,0,0.00,337.75,-271.25,,20000,0,0,,1854375,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31948,Z07701,MĄKA PSZENNA TYP 450 A`25 KG ŻABCZYŃSCY,N3239,MĄKA PSZENNA TYP 450 A`25 KG ŻABCZYŃSCY,21/03/2026,3/21/2026,2,-75,-75,0,0.00,144.75,-116.25,,20000,0,0,,1854374,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31948,Z01309,TŁ-047,N3239,OLEJ RZEPAKOWY UNIWERSALNY A`5 L,257/15/2,9/14/2026,2,-30,-30,0,0.00,855.00,-765.00,,10000,0,0,,1854373,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31946,Z02941,MAJONEZ PREMIUM A'3L DEVELEY,N3176,MAJONEZ PREMIUM A'3L DEVELEY,2810944,4/2/2026,2,-1,-1,0,0.00,36.96,-31.57,,130000,0,0,,1854369,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31946,Z03425,JABŁKO PRAŻONE KOSTKA MARINEX A'12 KG,N3176,JABŁKO PRAŻONE KOSTKA MARINEX A'12 KG,287/25,3/15/2026,2,-12,-12,0,0.00,63.60,-58.80,,120000,0,0,,1854368,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31946,Z03348,"MLEKO PŁYNNE UHT 3,2%  A'1L",N3176,"MLEKO PŁYNNE UHT 3,2/3,5% A'1L Z NAKRĘTKĄ",867862-UHT1M230,3/3/2026,2,-12,-12,0,0.00,38.64,-31.32,,110000,0,0,,1854367,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31946,Z06692,SER TOPIONY KREMOWY PAŁKA 15&% TŁ TMT,N3176,SER TOPIONY KREMOWY PAŁKA 15&% TŁ TMT,70909/25/MD51/11,3/20/2026,2,-2.558,-2.558,0,0.00,47.07,-40.93,,100000,0,0,,1854366,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31946,Z03761,MASCARPONE A'1 KG  BIERUŃ,N3176,MASCARPONE A'1 KG  BIERUŃ,13.01.2026,1/13/2026,2,-1,-1,0,0.00,21.62,-18.30,,90000,0,0,,1854365,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31946,Z02773,SER GOUDA PLASTRY WŁOSZCZOWA A'1KG,N3176,SER GOUDA PLASTRY WŁOSZCZOWA A'1KG,01.02.2026,2/1/2026,2,-1,-1,0,0.00,23.99,-21.60,,80000,0,0,,1854364,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31946,Z06384,GOUDA WIÓRKI SEROWE A'2 KG WŁOSZCZOWA,N3176,GOUDA WIÓRKI SEROWE A'2 KG WŁOSZCZOWA,17-10-2025,12/16/2025,2,-2,-2,0,0.00,43.00,-39.80,,70000,0,0,,1854363,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31946,Z00155,R-006,N3176,CUKIER KRYSZTAŁ A'25 KG,31800125,12/31/2028,2,-25,-25,0,0.00,72.00,-48.50,,60000,0,0,,1854362,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31946,Z01476,R-005,N3176,BUŁKA TARTA,22.05.2025...,12/22/2025,2,-1,-1,0,0.00,3.90,-2.95,,50000,0,0,,1854361,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31946,Z01476,R-005,N3176,BUŁKA TARTA,22.04.2026,4/22/2026,2,-24,-24,0,0.00,93.60,-60.00,,50000,0,0,,1854360,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31946,Z06308,ANANAS KAWAŁKI 565G/340G VERA,N3176,ANANAS KAWAŁKI 565G/340G VERA,PROD19022025,2/19/2028,2,-4,-4,0,0.00,25.56,-18.40,,40000,0,0,,1854359,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31946,Z06896,KUKURYDZA KONSERWOWA 425 ML/250G.,N3176,KUKURYDZA KONSERWOWA 425 ML/250G.,2613/2024,10/31/2027,2,-6,-6,0,0.00,22.44,-13.92,,30000,0,0,,1854358,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31946,Z06304,POMIDORY B/S KAWAŁKI  2500/1500 G VERA,N3176,POMIDORY B/S KAWAŁKI  2500/1500 G VERA,NOVI1 R224,8/12/2028,2,-10,-10,0,0.00,126.00,-105.00,,20000,0,0,,1854357,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31946,Z07676,KONCENTRAT POMIDOROWY ROLNIK 30% 950G.,N3176,KONCENTRAT POMIDOROWY ROLNIK 30% 950G.,21.07.2027,7/21/2027,2,-10,-10,0,0.00,98.00,-59.90,,10000,0,0,,1854356,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31947,Z02381,D-519,N1995,TWARÓG PÓŁTŁ.5%  3-KROTNIE MIELONY A'10KG MALUTA,02.12.2025,12/2/2025,2,-20,-20,0,0.00,270.00,-240.00,,110000,0,0,,1854353,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31947,Z02411,R-178,N1995,ŚMIETANKA 30% KREMOWA UHT A'5L FARMER,14.01.2026,1/14/2026,2,-1,-1,0,0.00,78.60,-63.95,,100000,0,0,,1854352,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31947,Z06618,SOLAN W ZALEWIE A'10KG/6KG PO ODCIEKU MALUTA,N1995,SOLAN W ZALEWIE A'10KG/6KG PO ODCIEKU MALUTA,05.03.2026,3/5/2026,2,-1,-1,0,0.00,180.00,-166.80,,90000,0,0,,1854351,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31947,Z04178,JAJA GOTOWANE W ZALEWIE A'7KG OVOVITA 140SZT/WIADR,N1995,JAJA GOTOWANE W ZALEWIE A'7KG OVOVITA 140SZT/WIADR,22.12.2025,12/22/2025,2,-1,-1,0,0.00,144.00,-130.00,,80000,0,0,,1854350,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31947,Z02783,"SER CHEDDAR WIÓRKI A'2,5KG TMT",N1995,"SER CHEDDAR WIÓRKI A'2,5KG TMT",12067/25,1/16/2026,2,-2.5,-2.5,0,0.00,72.50,-57.25,,70000,0,0,,1854349,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31947,Z05227,JOGURT NATURALNY TYPU GRECKIEGO A'10KG BIERUŃ,N1995,JOGURT NATURALNY TYPU GRECKIEGO A'10KG BIERUŃ,20251221,12/21/2025,2,-10,-10,0,0.00,54.50,-46.00,,60000,0,0,,1854348,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31947,Z03489,ŚMIETANKA UHT 36% KARTON 5L. BIERUŃ,N1995,ŚMIETANKA UHT 36% KARTON A'5L BIERUŃ NIEBIESKA,28.04.2026,4/28/2026,2,-15,-15,0,0.00,270.15,-224.25,,50000,0,0,,1854347,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31947,Z06719,MLEKO PŁYNNE UHT 1L. 2%-ŁOWICZ Z KORKIEM,N1995,MLEKO PŁYNNE UHT 1L. 2%-ŁOWICZ Z KORKIEM,260302/L8,3/2/2026,2,-11,-11,0,0.00,34.10,-30.69,,40000,0,0,,1854346,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31947,Z06719,MLEKO PŁYNNE UHT 1L. 2%-ŁOWICZ Z KORKIEM,N1995,MLEKO PŁYNNE UHT 1L. 2%-ŁOWICZ Z KORKIEM,260301/L8,3/1/2026,2,-1,-1,0,0.00,3.10,-2.74,,40000,0,0,,1854345,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31947,Z07143,SER PLASTRY MIMOLETTE A'1KG TMT,N1995,SER PLASTRY MIMOLETTE A'1KG TMT,10637/25,12/13/2025,2,-36,-36,0,0.00,"1,026.00",-935.64,,30000,0,0,,1854344,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31947,Z03222,JOGURT NAT. TYPU ISLANDZKIEGO SKYR A'5KG FARMER,N1995,JOGURT NAT. TYPU ISLANDZKIEGO SKYR A'5KG FARMER,13.12.2025,12/13/2025,2,-50,-50,0,0.00,410.00,-387.00,,20000,0,0,,1854343,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31947,Z04360,JOGURT NATURALNY MALUTA WOREK A`5 KG,N1995,JOGURT NATURALNY MALUTA WOREK A`5 KG,08.12.2025,12/8/2025,2,-65,-65,0,0.00,246.35,-239.85,,10000,0,0,,1854342,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31945,Z06693,GĄBKA DO TEFLONU A1 MARGRAF,N3221,GĄBKA DO TEFLONU A1 MARGRAF,311230,12/31/2030,2,-10,-10,0,0.00,12.90,-9.50,,90000,0,0,,1854341,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31945,Z05844,PŁATKI OWSIANE BŁYSKAWICZNE A'15 KG MELVIT,N3221,PŁATKI OWSIANE BŁYSKAWICZNE A'15 KG MELVIT,250903/63,3/10/2027,2,-15,-15,0,0.00,58.05,-39.00,,80000,0,0,,1854340,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31945,Z03515,MIÓD WIELOKWIATOWY NEKTAROWY A'4KG CD SA,N3221,MIÓD WIELOKWIATOWY NEKTAROWY A'4KG CD SA,17.11.2028,11/17/2028,2,-8,-8,0,0.00,111.20,-88.00,,70000,0,0,,1854339,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31945,Z00193,R-287,N3221,"DROŻDŻE SAF INSTANT RED  A'0,5KG LESAFFRE",AK25011517,6/23/2027,2,-2,-2,0,0.00,85.00,-66.92,,60000,0,0,,1854338,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31945,Z02680,MASŁO EKST.BLOK LUMIKO/POLMLEK A'10KG,N3221,MASŁO EKST.BLOK LUMIKO/POLMLEK A'10KG,31.10.2025,12/30/2025,2,-20,-20,0,0.00,698.00,-429.00,,50000,0,0,,1854337,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31945,Z06719,MLEKO PŁYNNE UHT 1L. 2%-ŁOWICZ Z KORKIEM,N3221,MLEKO PŁYNNE UHT 1L. 2%-ŁOWICZ Z KORKIEM,260422/L8,4/22/2026,2,-23,-23,0,0.00,74.75,-59.34,,40000,0,0,,1854336,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31945,Z06719,MLEKO PŁYNNE UHT 1L. 2%-ŁOWICZ Z KORKIEM,N3221,MLEKO PŁYNNE UHT 1L. 2%-ŁOWICZ Z KORKIEM,260302/L8,3/2/2026,2,-1,-1,0,0.00,3.25,-2.79,,40000,0,0,,1854335,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31945,Z04136,MĄKA ŻYTNIA TYP 720  A'25KG,N3221,MĄKA ŻYTNIA TYP 720  A'25KG GDAŃSKIE MŁYNY,31947/25,2/28/2026,2,-50,-50,0,0.00,85.00,-60.50,,30000,0,0,,1854334,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31945,Z04140,MĄKA PSZENNA TYP 500 STAND. A'25KG GDAŃSKIE MŁYNY,N3221,MĄKA PSZENNA TYP 500 STAND. A'25KG GDAŃSKIE MŁYNY,12726/25,6/30/2026,2,-200,-200,0,0.00,350.00,-268.00,,20000,0,0,,1854333,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31945,Z06862,MĄKA PSZENNA TYP 750 A`25 KG ŻABCZYŃSCY,N3221,MĄKA PSZENNA TYP 750 A`25 KG ŻABCZYŃSCY,12/04/2026,4/12/2026,2,-300,-300,0,0.00,522.00,-405.00,,10000,0,0,,1854332,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31944,Z04366,MASA JAJOWA A`1 KG EIPRO,N3285,MASA JAJOWA PŁYNNA EFIX A`1 KG EIPRO,06572-0,12/11/2025,2,-12,0,0,0.00,0.00,0.00,,10000,0,0,,1854331,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31942,Z00155,R-006,N2651,CUKIER KRYSZTAŁ A'25 KG,31800125,12/31/2028,2,-75,-75,0,0.00,216.00,-145.50,,30000,0,0,,1854330,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31942,Z01458,R-116,N2651,"MĄKA PSZENNA A'25KG """"500""SZCZEPANKI   BD",15.06.2026,6/15/2026,2,-75,-75,0,0.00,112.50,-96.75,,20000,0,0,,1854329,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31942,Z01455,R-549,N2651,"MĄKA PSZENNA ""550"" A'25 KG SZCZEPANKI   BD",12.06.2026,6/12/2026,2,-125,-125,0,0.00,193.75,-158.75,,10000,0,0,,1854328,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31941,Z03750,FIT ROLLS KUK.GRYCZ. Z SOLĄ MORS. 60G MELVIT,N1995,FIT ROLLS KUK.GRYCZ. Z SOLĄ MORS. 60G MELVIT,30/09 30B,9/29/2026,2,-38,-38,0,0.00,91.20,-84.74,,20000,0,0,,1854327,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31940,Z05030,ERYTROL A'20/25KG,N1995,ERYTROL A'20/25KG,1806/1,6/20/2028,2,"-2,000","-2,000",0,0.00,"22,000.00","-21,559.25",,10000,0,0,,1854317,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31937,Z01935,R-091,N2964,SÓL MIELONA A'25KG,40251104/3,11/4/2027,2,-50,-50,0,0.00,62.50,-47.50,,20000,0,0,,1854312,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31937,Z04140,MĄKA PSZENNA TYP 500 STAND. A'25KG GDAŃSKIE MŁYNY,N2964,MĄKA PSZENNA TYP 500 STAND. A'25KG GDAŃSKIE MŁYNY,12726/25,6/30/2026,2,-100,-100,0,0.00,179.00,-134.00,,10000,0,0,,1854311,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31937,Z04140,MĄKA PSZENNA TYP 500 STAND. A'25KG GDAŃSKIE MŁYNY,N2964,MĄKA PSZENNA TYP 500 STAND. A'25KG GDAŃSKIE MŁYNY,13015/25,7/31/2026,2,-900,-900,0,0.00,"1,611.00","-1,206.00",,10000,0,0,,1854310,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31935,Z03169,"MLEKO 3,2% A`1 L ZAMBROWSKIE",N2609,"MLEKO PŁYNNE 3,2% A`1L ZAMBROWSKIE",170326,3/17/2026,2,-36,0,0,0.00,0.00,0.00,,70000,0,0,,1854304,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31935,Z06313,MASŁO EXTRA 200G MALUTA/BROMILK/POLMLEK,N2609,MASŁO KOSTKA 200G 82%,15.12.2025,12/15/2025,2,-50,0,0,0.00,0.00,0.00,,60000,0,0,,1854303,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31935,Z04337,CALLEBAUT-MLECZNA CZEKOL.SICAO (33% KAKAO) A`10 KG,N2609,CALLEBAUT-MLECZNA CZEKOL.SICAO (33% KAKAO) A`10 KG,2516940806,12/18/2026,2,-10,0,0,0.00,0.00,0.00,,50000,0,0,,1854302,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31935,Z05712,M-MALINA MROŻONA GRYS A`10 KG,N2609,M-MALINA MROŻONA GRYS A`10 KG,07.2027,7/31/2027,2,-10,0,0,0.00,0.00,0.00,,40000,0,0,,1854301,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31935,Z06840,M-TRUSKAWKA MROŻONA EGIPSKA A'10KG,N2609,M-TRUSKAWKA MROŻONA EGIPSKA A'10KG,10WTE25/15,9/25/2027,2,-10,0,0,0.00,0.00,0.00,,30000,0,0,,1854300,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31935,Z03489,ŚMIETANKA UHT 36% KARTON 5L. BIERUŃ,N2609,ŚMIETANKA UHT 36% KARTON A'5L BIERUŃ NIEBIESKA,28.04.2026,4/28/2026,2,-25,0,0,0.00,0.00,0.00,,20000,0,0,,1854299,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31935,Z00155,R-006,N2609,CUKIER KRYSZTAŁ A'25 KG,31800125,12/31/2028,2,-25,0,0,0.00,0.00,0.00,,10000,0,0,,1854298,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31934,Z02397,D-305,N2868,"MLEKO PŁYNNE 3,2% UHT A'5L ŁOWICZ",260223/01,2/23/2026,2,-6,0,0,0.00,0.00,0.00,,30000,0,0,,1854297,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31934,Z03761,MASCARPONE A'1 KG  BIERUŃ,N2868,MASCARPONE A'1 KG  BIERUŃ,13.01.2026,1/13/2026,2,-3,0,0,0.00,0.00,0.00,,20000,0,0,,1854296,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31934,Z00155,R-006,N2868,CUKIER KRYSZTAŁ A'25 KG,31800125,12/31/2028,2,-25,0,0,0.00,0.00,0.00,,10000,0,0,,1854295,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31933,Z00043,G-044,N0522,PAPRYKA KONSERW. KOSTKA CZERWONA A'4200/2500G VERA,DRP2670124BL,9/23/2027,2,-96,-96,0,0.00,"2,928.00","-2,592.00",,10000,0,0,,1854294,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31932,Z05712,M-MALINA MROŻONA GRYS A`10 KG,N0589,M-MALINA MROŻONA GRYS A`10 KG,07.2027,7/31/2027,2,-20,-20,0,0.00,308.00,-290.00,,80000,0,0,,1854293,,,,0, ,0
